name,client_id,enabled,graph_api_permissions,auth_code,device_code,brk_refresh,foci,reply_addresses
Office Hive,166f1b03-5b19-416f-a94b-1d7aa2d247dc,True,[None],,,,False,
Microsoft.MileIQ.RESTService,b692184e-b47f-4706-b352-84b288d2d9ee,True,[None],,,,False,
Microsoft People Cards Service,394866fc-eedb-4f01-8536-3ff84b16be2a,True,,,,,False,
Azure Multi-Factor Auth Client,981f26a1-7f43-403b-a875-f8b09b8cd720,True,[None],,,,False,
Microsoft Azure AD Identity Protection,a3dfc3c6-2c7d-4f42-aeec-b2877f9bce97,True,,,,,False,
Azure DNS,19947cfd-0303-466c-ac3c-fcc19a7a1570,True,[None],,,,False,
Bing,9ea1ad79-fdb6-4f9a-8bc3-2b70f96e34c7,True,"email,openid,profile,Calendars.Read,Calendars.Read.Shared,Channel.ReadBasic.All,Directory.Read.All,EduAssignments.Read,EduRoster.ReadBasic,Files.ReadWrite.All,Group.Read.All,People.Read,Presence.Read.All,Sites.Read.All,Sites.ReadWrite.All,Team.ReadBasic.All,User.Read,User.Read.All,.default",yes,,,False,"https://login.microsoftonline.com/common/oauth2/nativeclient,ms-appx-web://Microsoft.AAD.BrokerPlugin/9ea1ad79-fdb6-4f9a-8bc3-2b70f96e34c7"
Teams ACL management service,6208afad-753e-4995-bbe1-1dfd204b3030,True,,,,,False,
Office 365 Search Service,66a88757-258c-4c72-893c-3e8bed4d6899,True,,,,,False,
Microsoft.ExtensibleRealUserMonitoring,e3583ad2-c781-4224-9b91-ad15a8179ba0,True,[None],,,,False,
Azure Key Vault Managed HSM,589d5083-6f11-4d30-a62a-a4b316a14abf,True,,,,,False,
Microsoft Dynamics 365 Apps Integration,44a02aaa-7145-4925-9dcd-79e6e1b94eff,True,,,,,False,
Microsoft Operations Management Suite,d2a0a418-0aac-4541-82b2-b3142c89da77,True,,,,,False,
M365 Admin Services,6b91db1b-f05b-405a-a0b2-e3f60b28d645,True,,,,,False,
Marketplace Reviews,a4c1cdb3-88ab-4d13-bc99-1c46106f0727,True,[None],,,,False,
App Studio for Microsoft Teams,e1979c22-8b73-4aed-a4da-572cc4d0b832,True,"AppCatalog.ReadWrite.All,email,openid,People.Read,profile,User.Read",yes,,,False,https://login.microsoftonline.com/common/oauth2/nativeclient
DecomOfficeGraph,ba23cd2a-306c-48f2-9d62-d3ecd372dfe4,False,,,,,False,
Microsoft Cloud App Security,05a65629-4c1b-48c1-a78b-804c4abdd4af,True,,,,,False,
PowerApps-Advisor,c9299480-c13a-49db-a7ae-cdfe54fe0313,True,[None],,,,False,
Microsoft.OfficeModernCalendar,ab27a73e-a3ba-4e43-8360-8bcc717114d8,True,[None],,,,False,
Policy Administration Service,0469d4cd-df37-4d93-8a61-f8c75b809164,True,,,,,False,
Microsoft Graph Change Tracking,0bf30f3b-4a52-48df-9a82-234910c4a086,True,,,,,False,
Azure SQL Virtual Network to Network Resource Provider,76cd24bf-a9fc-4344-b1dc-908275de6d6d,True,,,,,False,
MS-PIM,01fc33a7-78ba-4d2f-a4b7-768e336e890e,True,,,,,False,
Azure AD Notification,fc03f97a-9db0-4627-a216-ec98ce54e018,True,"email,openid,profile,User.Read",yes,,,False,http://localhost
Azure Multi-Factor Auth Connector,1f5530b3-261a-47a9-b357-ded261e17918,True,[None],,,,False,
Microsoft Defender for Identity,60ca1954-583c-4d1f-86de-39d835f3e452,True,,,,,False,
Microsoft Teams Targeting Application,8e14e873-35ba-4720-b787-0bed94370b17,True,,,,,False,
Windows Azure Security Resource Provider,8edd93e1-2103-40b4-bd70-6e34e586362d,True,,,,,False,
Microsoft Teams Web Client,5e3ce6c0-2b1f-4285-8d4b-75ee78787346,True,,,,,False,
Azure SQL Managed Instance to Microsoft.Network,76c7f279-7959-468f-8943-3954880e0d8c,True,[None],,,,False,
AzNet Security Guard,38808189-fa7a-4d8a-807f-eba01edacca6,False,,,,,False,
Microsoft Visio Data Visualizer,00695ed2-3202-4156-8da1-69f60065e255,True,,,,,False,
PushChannel,4747d38e-36c5-4bc3-979b-b0ef74df54d1,True,[None],,,,False,
Power Query Online GCC-L4,ef947699-9b52-4b31-9a37-ef325c6ffc47,True,,,,,False,
Microsoft Azure IPAM,60b2e7d5-a27f-426d-a6b1-acced0846fdf,False,,,,,False,
WindowsDefenderATP,fc780465-2017-40d4-a0c5-307022471b92,True,,,,,False,
Azure Credential Configuration Endpoint Service,ea890292-c8c8-4433-b5ea-b09d0668e1a6,True,,,,,False,
Skype Teams Calling API Service,26a18ebc-cdf7-4a6a-91cb-beb352805e81,True,[None],,,,False,
Skype Business Voice Directory,27b24f1f-688b-4661-9594-0fdfde972edc,True,[None],,,,False,
Teams User Engagement Profile Service,0f54b75d-4d29-4a92-80ae-106a60cd8f5d,True,[None],,,,False,
Power Platform Dataflows Common Data Service Client,99335b6b-7d9d-4216-8dee-883b26e0ccf7,True,[None],,,,False,
Intune DiagnosticService,7f0d9978-eb2a-4974-88bd-f22a3006fe17,True,[None],,,,False,
Defender for Storage Advanced Threat Protection Resource Provider,080765e3-9336-4461-b934-310acccb907d,True,[None],,,,False,
Intune DeviceActionService,18a4ad1e-427c-4cad-8416-ef674e801d32,False,,,,,False,
Substrate Conversation Intelligence Service,aa813f0e-407a-459d-93af-805f2bf10f33,True,[None],,,,False,
networkcopilotRP,d66e9e8e-53a4-420c-866d-5bb39aaea675,True,[None],,,,False,
Microsoft Graph Bicep Extension,a1bfe852-bf44-4da0-a9c1-37af2d5e6df9,True,,,,,False,
Office365 Zoom,0d38933a-0bbd-41ca-9ebd-28c4b5ba7cb7,True,,,,,False,
SharePoint Notification Service,88884730-8181-4d82-9ce2-7d5a7cc7b81e,True,,,,,False,
Microsoft Intune Enrollment,d4ebce55-015a-49b5-a083-c84d1797ae8c,True,,,,,False,
Azure AD Identity Governance - Entitlement Management,810dcf14-1858-4bf2-8134-4c369fa3235b,True,,,,,False,
Skype for Business Name Dictionary Service,e95d8bee-4725-4f59-910d-94d415da51b9,True,[None],,,,False,
Portfolios,f53895d3-095d-408f-8e93-8f94b391404e,True,,,,,False,
Microsoft Intune Checkin,26a4ae64-5862-427f-a9b0-044e62572a4f,True,[None],,,,False,
Microsoft Forms,c9a559d2-7aab-4f13-a6ed-e7e9c52aec87,True,,,,,False,
Azns AAD Webhook,461e8683-5575-4561-ac7f-899cc907d62a,True,[None],,,,False,
OCaaS Experience Management Service,6e99704e-62d5-40f6-b2fe-90aafbe3a710,True,,,,,False,
Power Virtual Agents ,96ff4394-9197-43aa-b393-6a41652e21f8,True,,,,,False,
Microsoft Power BI Information Service,0000001b-0000-0000-c000-000000000000,True,,,,,False,
Deprecated - CAS API Security RP Dev,cb250467-fc8f-4c42-8349-9ff9e9a17b02,True,[None],,,,False,
Microsoft Teams Wiki Images Migration,823dfde0-1b9a-415a-a35a-1ad34e16dd44,True,,,,,False,
Azure Synapse Link for Dataverse,7f15f9d9-cad0-44f1-bbba-d36650e07765,True,[None],,,,False,
Microsoft Defender for Cloud Defender Kubernetes Agent,6e2cffc9-52e7-4bfa-8155-be5c1dacd81c,True,[None],,,,False,
AAD Terms Of Use,d52792f4-ba38-424d-8140-ada5b883f293,True,,,,,False,
Cortana Experience with O365,0a0a29f9-0a25-49c7-94bf-c53c3f8fa69d,False,,,,,False,
Azure Smart Alerts,3af5a1e8-2459-45cb-8683-bcd6cccbcc13,True,[None],,,,False,
Microsoft To-Do,2087bd82-7206-4c0a-b305-1321a39e5926,True,[None],,,,False,
OfficeClientService,0f698dd4-f011-4d23-a33e-b36416dcb1e6,True,[None],,,,False,
Power BI Service,00000009-0000-0000-c000-000000000000,True,,,,,False,
Sherlock,0e282aa8-2770-4b6c-8cf8-fac26e9ebe1f,True,[None],,,,False,
Office 365 Management APIs,c5393580-f805-4401-95e8-94b7a6ef2fc2,True,,,,,False,
Microsoft Azure Log Search Alerts,f6b60513-f290-450e-a2f3-9930de61c5e7,True,[None],,,,False,
Microsoft O365 Scuba,7ae5462d-d9d1-42f6-93ca-198d7b0ca997,True,[None],,,,False,
Dynamics CRM Online Administration,637fcc9f-4a9b-4aaa-8713-a2a3cfda1505,True,,,,,False,
Microsoft apps with Global Secure Access,c08f52c9-8f03-4558-a0ea-9a4c878cf343,True,[None],,,,False,
My Profile,8c59ead7-d703-4a27-9e55-c96a0054c8d2,True,,,,,False,
Microsoft Exchange Online Protection,00000007-0000-0ff1-ce00-000000000000,True,,,,,False,
Office Delve,94c63fef-13a3-47bc-8074-75af8c65887a,False,,,,,False,
M365 Label Analytics,75513c96-801d-4559-830a-6754de13dd19,True,[None],,,,False,
IPSubstrate,4c8f074c-e32b-4ba7-b072-0f39d71daf51,True,[None],,,,False,
MCAPI Authorization Prod,d73f4b35-55c9-48c7-8b10-651f6f2acb2e,True,[None],,,,False,
Customer Experience Platform PROD,2220bbc4-4518-4fef-aac6-c6f32e9f9fd1,True,[None],,,,False,
Microsoft 365 Security and Compliance Center,80ccca67-54bd-44ab-8625-4b79c4dc7775,True,,,,,False,
Service Encryption,dbc36ae1-c097-4df9-8d94-343c3d091a76,True,[None],,,,False,
Microsoft Customer Engagement Portal,71234da4-b92f-429d-b8ec-6e62652e50d7,True,,,,,False,
Microsoft Teams AadSync,62b732f7-fc71-40bc-b27d-35efcb0509de,True,[None],,,,False,
Microsoft.Azure.DataMarket,00000008-0000-0000-c000-000000000000,True,[None],,,,False,
Microsoft.Azure.ActiveDirectoryIUX,bb8f18b0-9c38-48c9-a847-e1ef3af0602d,True,"AccessReview.ReadWrite.All,Application.Read.All,AuditLog.Read.All,ChangeManagement.Read.All,ConsentRequest.Create,ConsentRequest.Read,ConsentRequest.ReadApprove.All,ConsentRequest.ReadWrite.All,CustomSecAttributeAssignment.Read.All,CustomSecAttributeAuditLogs.Read.All,Device-OrganizationalUnit.ReadWrite.All,Directory.AccessAsUser.All,Directory.Read.All,Directory.ReadWrite.All,Directory.Write.Restricted,DirectoryRecommendations.Read.All,DirectoryRecommendations.ReadWrite.All,Domain.ReadWrite.All,email,EntitlementManagement.Read.All,Group.ReadWrite.All,HealthMonitoringAlert.ReadWrite.All,HealthMonitoringAlertConfig.ReadWrite.All,IdentityProvider.ReadWrite.All,IdentityRiskEvent.ReadWrite.All,IdentityRiskyServicePrincipal.ReadWrite.All,IdentityRiskyUser.ReadWrite.All,IdentityUserFlow.Read.All,LifecycleWorkflows.ReadWrite.All,OnPremDirectorySynchronization.Read.All,openid,OrganizationalUnit.ReadWrite.All,Policy.Read.All,Policy.Read.IdentityProtection,Policy.ReadWrite.AuthenticationFlows,Policy.ReadWrite.AuthenticationMethod,Policy.ReadWrite.Authorization,Policy.ReadWrite.ConditionalAccess,Policy.ReadWrite.ExternalIdentities,Policy.ReadWrite.IdentityProtection,Policy.ReadWrite.MobilityManagement,profile,Reports.Read.All,RoleManagement.ReadWrite.Directory,SecurityEvents.ReadWrite.All,TrustFrameworkKeySet.Read.All,User.Export.All,User.ReadWrite.All,UserAuthenticationMethod.ReadWrite.All,User-OrganizationalUnit.ReadWrite.All",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
O365Account,1cda9b54-9852-4a5a-96d4-c2ab174f9edf,True,,,,,False,
Microsoft Assessment React,c4b110d7-6f1d-473d-aa9e-6e74b8b8bd4b,False,,,,,False,
Reset Viral Users Redemption Status,cc7b0696-1956-408b-876a-ad6bf2b9890b,False,,,,,False,
Zero Trust Assessment TBD,62f85080-9912-4a16-b0be-aff63ee2eeea,False,,,,,False,
Azure AD Assessment,68bc31c0-f891-4f4c-9309-c6104f7be41b,False,,,,,False,
Zero Trust Assessment - Dev,be58d912-b9d5-41a0-8b56-779409e017b8,False,,,,,False,
Graph Explorer,de8bc8b5-d9f9-48b1-a8ad-b748da725064,True,,,,,False,
Microsoft Photos,0ec2d138-5a70-4a33-b2c7-7d296c996ace,True,[None],,,,False,
Zero Trust Assessment,df2798fc-2aed-4c3a-98ae-1776949480c4,False,,,,,False,
Microsoft Graph Command Line Tools,14d82eec-204b-4c2f-b7e8-296a70dab67e,True,"offline_access,openid,profile,User.Read",yes,Yes,,False,"http://localhost,ms-appx-web://Microsoft.AAD.BrokerPlugin/14d82eec-204b-4c2f-b7e8-296a70dab67e"
ACOM Azure Website,23523755-3a2b-41ca-9315-f81f3f566a95,True,,,,,False,
ADIbizaUX,74658136-14ec-4630-ad9b-26e160ff0fc6,True,"AccessReview.ReadWrite.All,Application.Read.All,AuditLog.Read.All,ChangeManagement.Read.All,ConsentRequest.Create,ConsentRequest.Read,ConsentRequest.ReadApprove.All,ConsentRequest.ReadWrite.All,CustomSecAttributeAssignment.Read.All,CustomSecAttributeAuditLogs.Read.All,Device-OrganizationalUnit.ReadWrite.All,Directory.AccessAsUser.All,Directory.Read.All,Directory.ReadWrite.All,Directory.Write.Restricted,DirectoryRecommendations.Read.All,DirectoryRecommendations.ReadWrite.All,Domain.ReadWrite.All,email,EntitlementManagement.Read.All,Group.ReadWrite.All,HealthMonitoringAlert.ReadWrite.All,HealthMonitoringAlertConfig.ReadWrite.All,IdentityProvider.ReadWrite.All,IdentityRiskEvent.ReadWrite.All,IdentityRiskyServicePrincipal.ReadWrite.All,IdentityRiskyUser.ReadWrite.All,IdentityUserFlow.Read.All,LifecycleWorkflows.ReadWrite.All,OnPremDirectorySynchronization.Read.All,openid,OrganizationalUnit.ReadWrite.All,Policy.Read.All,Policy.Read.IdentityProtection,Policy.ReadWrite.AuthenticationFlows,Policy.ReadWrite.AuthenticationMethod,Policy.ReadWrite.Authorization,Policy.ReadWrite.ConditionalAccess,Policy.ReadWrite.ExternalIdentities,Policy.ReadWrite.IdentityProtection,Policy.ReadWrite.MobilityManagement,profile,Reports.Read.All,RoleManagement.ReadWrite.Directory,SecurityEvents.ReadWrite.All,TrustFrameworkKeySet.Read.All,User.Export.All,User.ReadWrite.All,UserAuthenticationMethod.ReadWrite.All,User-OrganizationalUnit.ReadWrite.All",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
AEM-DualAuth,69893ee3-dd10-4b1c-832d-4870354be3d8,True,[None],,,,False,
App Service,7ab7862c-4c57-491e-8a45-d52a7e023983,True,,,,,False,
Azure Data Lake,e9f49c6b-5ce5-44c8-925d-015017e9f7ad,True,"Application.Read.All,email,GroupMember.ReadWrite.All,openid,profile,User.ReadBasic.All",,,Yes,False,brk-c44b4083-3bb0-49c1-b47d-974e53cbdf3c://portal.azure.com
Azure Lab Services Portal,835b2a73-6e10-4aa5-a979-21dfda45231c,True,,,,,False,
ContactsInferencingEmailProcessor,20a11fe0-faa8-4df5-baf2-f965f8f9972e,True,[None],,,,False,
CRM Power BI Integration,e64aa8bc-8eb4-40e2-898b-cf261a25954f,True,,,,,False,
Enterprise Roaming and Backup,60c8bde5-3167-4f92-8fdb-059f6176dc0f,True,user_impersonation,yes,Yes,,False,ms-appx-web://Microsoft.AAD.BrokerPlugin/60c8bde5-3167-4f92-8fdb-059f6176dc0f
Exchange Admin Center,497effe9-df71-4043-a8bb-14cf78c4b63b,True,,,,,False,
FindTime,f5eaa862-7f08-448c-9c4e-f4047d4d4521,False,,,,,False,
Focused Inbox,b669c6ea-1adf-453f-b8bc-6d526592b419,True,[None],,,,False,
GroupsRemoteApiRestClient,c35cb2ba-f88b-4d15-aa9d-37bd443522e1,True,[None],,,,False,
HxService,d9b8ec3a-1e4e-4e08-b3c2-5baf00c0fcb0,True,,,,,False,
IrisSelectionFrontDoor,16aeb910-ce68-41d1-9ac3-9e1673ac9575,True,[None],,,,False,
Microsoft 365 Support Service,ee272b19-4411-433f-8f28-5c13cb6fd407,True,,,,,False,
Microsoft Authentication Broker,29d9ed98-a469-4536-ade2-f981bc1d605e,True,"profile,User.Read,User.ReadWrite",yes,Yes,,False,urn:ietf:wg:oauth:2.0:oob
Microsoft Bing Default Search Engine,1786c5ed-9644-47b2-8aa0-7201292175b6,True,[None],,,,False,
Microsoft Defender for Cloud Apps,3090ab82-f1c1-4cdf-af2c-5d7a6f3e2cc7,True,,,,,False,
Microsoft Docs,18fbca16-2224-45f6-85b0-f7bf2b39b3f3,True,User.Read,,Yes,,False,
Microsoft Dynamics ERP,00000015-0000-0000-c000-000000000000,True,,,,,False,
Microsoft Edge Insider Addons Prod,6253bca8-faf2-4587-8f2f-b056d80998a7,True,[None],,,,False,
Microsoft Exchange ForwardSync,99b904fd-a1fe-455c-b86c-2f9fb1da7687,True,[None],,,,False,
Microsoft Exchange ProtectedServiceHost,51be292c-a17e-4f17-9a7e-4b661fb16dd2,True,[None],,,,False,
Microsoft Exchange REST API Based Powershell,fb78d390-0c51-40cd-8e17-fdbfab77341b,True,[None],,,,False,
Microsoft Exchange Web Services,47629505-c2b6-4a80-adb1-9b3a3d233b7b,True,[None],,,,False,
Microsoft Intune Windows Agent,fc0f3af4-6835-4174-b806-f7db311fd2f3,True,ServicePrincipalEndpoint.Read.All,yes,Yes,,False,ms-appx-web://Microsoft.AAD.BrokerPlugin/fc0f3af4-6835-4174-b806-f7db311fd2f3
Microsoft Online Syndication Partner Portal,d176f6e7-38e5-40c9-8a78-3998aab820e7,True,,,,,False,
Microsoft Power BI,871c010f-5e61-4fb1-83ac-98610a7e9110,True,,,,,False,
Microsoft Storefronts,28b567f6-162c-4f54-99a0-6887f387bbcc,True,,,,,False,
Microsoft Support,fdf9885b-dd37-42bf-82e5-c3129ef5a302,True,[None],,,,False,
O365 SkypeSpaces Ingestion Service,dfe74da8-9279-44ec-8fb2-2aed9e1c73d0,True,[None],,,,False,
O365 Suite UX,4345a7b9-9a63-4910-a426-35363201d503,True,,,,,False,
Office Online Add-in SSO,93d53678-613d-4013-afc1-62e9e444a0a5,True,[None],,,,False,
Office Online Client Microsoft Entra ID- Augmentation Loop,2abdc806-e091-4495-9b10-b04d93c3f040,True,[None],,,,False,
Office Online Client Microsoft Entra ID- Loki,b23dd4db-9142-4734-867f-3577f640ad0c,True,[None],,,,False,
Office Online Client Microsoft Entra ID- Maker,17d5e35f-655b-4fb0-8ae6-86356e9a49f5,True,[None],,,,False,
Office Online Client MSA- Loki,b6e69c34-5f1f-4c34-8cdf-7fea120b8670,True,[None],,,,False,
Office Online Core SSO,243c63a3-247d-41c5-9d83-7788c43f1c43,True,,,,,False,
Office Online Search,a9b49b65-0a12-430b-9540-c80b3332c127,True,[None],,,,False,
Office.com,4b233688-031c-404b-9a80-a4f3f2351f90,True,,,,,False,
OfficeShredderWacClient,4d5c2d63-cf83-4365-853c-925fd1a64357,True,[None],,,,False,
OMSOctopiPROD,62256cef-54c0-4cb4-bcac-4c67989bdc40,True,[None],,,,False,
Partner Customer Delegated Admin Offline Processor,a3475900-ccec-4a69-98f5-a65cd5dc5306,True,[None],,,,False,
Password Breach Authenticator,bdd48c81-3a58-4ea9-849c-ebea7f6b6360,True,[None],,,,False,
PeoplePredictions,35d54a08-36c9-4847-9018-93934c62740c,True,,,,,False,
Scheduling,ae8e128e-080f-4086-b0e3-4c19301ada69,True,[None],,,,False,
SharedWithMe,ffcb16e8-f789-467c-8ce9-f826a080d987,True,[None],,,,False,
SpoolsProvisioning,61109738-7d2b-4a0b-9fe3-660b1ff83505,False,[None],,,,False,
Sticky Notes API,91ca2ca5-3b3e-41dd-ab65-809fa3dffffa,True,,,,,False,
Substrate Context Service,13937bba-652e-4c46-b222-3003f4d1ff97,True,[None],,,,False,
SubstrateDirectoryEventProcessor,26abc9a8-24f0-4b11-8234-e86ede698878,True,[None],,,,False,
Substrate Search Settings Management Service,a970bac6-63fe-4ec5-8884-8536862c42d4,True,[None],,,,False,
Transcript Ingestion,97cb1f73-50df-47d1-8fb0-0271f2728514,True,[None],,,,False,
Universal Store Native Client,268761a2-03f3-40df-8a8b-c3db24145b6b,True,user_impersonation,yes,Yes,,False,urn:ietf:wg:oauth:2.0:oob
WeveEngine,3c896ded-22c5-450f-91f6-3d1ef0848f6e,True,,,,,False,
WindowsDefenderATP Portal,a3b79187-70b2-4139-83f9-6016c58cd27b,False,,,,,False,
Windows Spotlight,1b3c667f-cde3-4090-b60b-3d2abd0117f0,True,user_impersonation,,Yes,,False,
Yammer Web,c1c74fed-04c9-4704-80dc-9f79a2e515cb,True,,,,,False,
Yammer Web Embed,e1ef36fd-b883-4dbf-97f0-9ece4b576fc6,True,[None],,,,False,
OutlookUserSettingsConsumer,7ae974c5-1af7-4923-af3a-fb1fd14dcb7e,False,,,,,False,
Vortex [wsfed enabled],5572c4c0-d078-44ce-b81c-6cbf8d3ed39e,True,[None],,,,False,
Exchange Online,fe93bfe1-7947-460a-a5e0-7a5906b51360,True,[None],,,,False,
Exchange Online,a3883eba-fbe9-48bd-9ed3-dca3e0e84250,True,[None],,,,False,
Exchange Online,d396de1f-10d4-4023-aae2-5bb3d724ba9a,True,[None],,,,False,
Exchange Online,82d8ab62-be52-a567-14ea-1616c4ee06c4,True,[None],,,,False,
Exchange Online,34421fbe-f100-4e5b-9c46-2fea25aa7b88,True,[None],,,,False,
Exchange Online,1150aefc-07de-4228-b2b2-042a536703c0,True,[None],,,,False,
Office Online OWLNest,d7d7af51-cdcd-4a4c-9467-86e7dc5d2b90,True,[None],,,,False,
Office Online Search SSO,5a4eed13-c4c4-4b4c-9506-334ab200bf31,True,[None],,,,False,
Microsoft Community v2,a81d90ac-aa75-4cf8-b14c-58bf348528fe,True,,,,,False,
My Signins,19db86c3-b2b9-44cc-b339-36da233a3be2,True,,,,,False,
Windows Sign In,38aa3b87-a06d-4817-b275-7a316988d93b,True,,,,,False,
Office Online Print SSO,3ce44149-e365-40e4-9bb4-8c0ecb710fe6,True,,,,,False,
Message Recall,0e90d0b8-039a-4936-a6f4-d25dd510be5d,True,,,,,False,
MM_Reactions_PME_PROD,e8e8fc40-94d5-4ed6-89f2-9e5ec6c1e11e,True,[None],,,,False,
Microsoft Application Command Service,6f7e0f60-9401-4f5b-98e2-cf15bd5fd5e3,True,[None],,,,False,
Microsoft Azure Active Directory Connect,cb1056e2-e479-49de-ae31-7812af012ed8,True,"Application.ReadWrite.All,Directory.Read.All,Domain.ReadWrite.All,OnPremDirectorySynchronization.ReadWrite.All,Organization.ReadWrite.All",yes,Yes,,False,"https://login.microsoftonline.com/common/oauth2/nativeclient,urn:ietf:wg:oauth:2.0:oob"
Device Management Client,de50c81f-5f80-4771-b66b-cebd28ccdfc1,True,mdm_delegation,yes,Yes,,False,ms-appx-web://Microsoft.AAD.BrokerPlugin/de50c81f-5f80-4771-b66b-cebd28ccdfc1
PowerApps - apps.powerapps.com,3e62f81e-590b-425b-9531-cad6683656cf,True,"ChannelMessage.Read.All,Chat.Create,Chat.Read,ChatMessage.Send,Group.Read.All,Mail.Read,Organization.Read.All,People.Read,Presence.Read.All,TeamMember.Read.All,TeamsAppInstallation.ReadWriteAndConsentForChat,TeamsAppInstallation.ReadWriteForChat,TeamworkAppSettings.Read.All,TeamworkTag.Read,User.Read,User.Read.All,User.ReadBasic.All",,Yes,,False,
make.powerapps.com,a8f7a65c-f5ba-4859-b2d6-df772c264e9d,True,,,,,False,
Microsoft Power Query for Excel,a672d62c-fc7b-4e81-a576-e60dc46e951d,True,"Calendars.ReadWrite,Calendars.ReadWrite.Shared,Contacts.ReadWrite,Contacts.ReadWrite.Shared,email,Group.Read.All,Mail.ReadWrite,Mail.ReadWrite.Shared,Mail.Send,Mail.Send.Shared,openid,People.Read,profile,user_impersonation",yes,Yes,,False,"http://localhost,ms-appx-web://Microsoft.AAD.BrokerPlugin/a672d62c-fc7b-4e81-a576-e60dc46e951d"
Power BI Desktop,7f67af8a-fedc-4b08-8b4e-37c4d127b6cf,True,"email,Files.ReadWrite.All,openid,profile,Sites.FullControl.All,User.Read.All",yes,,,False,"http://localhost,ms-appx-web://Microsoft.AAD.BrokerPlugin/7f67af8a-fedc-4b08-8b4e-37c4d127b6cf"
Office 365,72782ba9-4490-4f03-8d82-562370ea3566,True,[None],,,,False,
Power Platform Admin Center,065d9450-1e87-434e-ac2f-69af271549ed,True,,,,,False,
Message Header Analyzer,62916641-fc48-44ae-a2a3-163811f1c945,True,[None],,,,False,
FindTime,9758a0e2-7861-440f-b467-1823144e5b65,True,[None],,,,False,
Report Message,6046742c-3aee-485e-a4ac-92ab7199db2e,True,[None],,,,False,
Microsoft Entra AD Synchronization Service,6bf85cfa-ac8a-4be5-b5de-425a0d0dc016,True,[None],,,,False,
Olympus,bb893c22-978d-4cd4-a6f7-bb6cc0d6e6ce,True,,,,,False,
Media Analysis and Transformation Service,944f0bd1-117b-4b1c-af26-804ed95e767e,True,[None],,,,False,
Microsoft Approval Management,38049638-cc2c-4cde-abe4-4479d721ed44,False,,,,,False,
Access IoT Hub Device Provisioning Service,0cd79364-7a90-4354-9984-6e36c841418d,True,[None],,,,False,
ACR-Tasks-Network,62c559cd-db0c-4da0-bab2-972528c65d42,True,[None],,,,False,
ACR-Tasks-Prod,d2fa1650-4805-4a83-bcb9-cf41fe63539c,True,[None],,,,False,
asmcontainerimagescanner,918d0db8-4a38-4938-93c1-9313bdfe0272,True,[None],,,,False,
Azure Classic Portal,00000013-0000-0000-c000-000000000000,False,,,,,False,
Azure Container Registry,6a0ec4d3-30cb-4a83-91c0-ae56bc0e3d26,True,,,,,False,
Azure Cosmos DB,a232010e-820c-4083-83bb-3ace5fc29d0b,True,,,,,False,
Azure Cosmos DB Virtual Network To Network Resource Provider,57c0fc58-a83a-41d0-8ae9-08952659bdfd,True,[None],,,,False,
Azure Gallery RP,b28ec8e1-950e-4bd0-b3d0-c1e93074b88b,False,,,,,False,
Azure Iot Hub,89d10474-74af-4874-99a7-c23c2f643083,True,[None],,,,False,
Azure Iot Hub Publisher App,29f411f1-b2cf-4043-8ac8-2185d7316811,True,[None],,,,False,
Azure Kubernetes Service AAD Server,6dae42f8-4368-4678-94ff-3960e28e3630,True,,,,,False,
Azure Marketplace Container Management API,737d58c1-397a-46e7-9d12-7d8c830883c2,False,,,,,False,
Azure OSSRDBMS Database,123cd850-d9df-40bd-94d5-c9f07b7fa203,True,,,,,False,
Azure Region Move Orchestrator Application,51df634f-ddb4-4901-8a2d-52f6393a796b,True,[None],,,,False,
Azure Reserved Instance Application,4d0ad6c7-f6c3-46d8-ab0d-1406d5e6c86b,True,,,,,False,
Azure Security Insights,98785600-1bb7-4fb9-b9fa-19afe2c8a360,True,,,,,False,
AzureContainerService,7319c514-987d-4e9b-ac3d-d38c4f427f4c,True,,,,,False,
AzureUpdateCenter,8c420feb-03df-47cc-8a05-55df0cf3064b,True,[None],,,,False,
BenefitsFD,09a984f4-014c-43de-ae0c-7ec73dc053d3,True,[None],,,,False,
Capacity,fbc197b7-9e9c-4f98-823f-93cb1cb554e6,True,[None],,,,False,
CMAT,64a7b174-5779-4506-b54c-fbb0d80f1c9b,True,,,,,False,
ConfidentialLedger,4353526e-1c33-4fcf-9e82-9683edf52848,True,[None],,,,False,
CosmosDB Dedicated Instance,36e2398c-9dd3-4f29-9a72-d9f2cfc47ad9,True,[None],,,,False,
DevilFish,eaf8a961-f56e-47eb-9ffd-936e22a554ef,False,,,,,False,
Domain Controller Services,443155a6-77f3-45e3-882b-22b3a8d431fb,True,[None],,,,False,
Domain Controller Services,d87dcbc6-a371-462e-88e3-28ad15ec4e64,True,[None],,,,False,
Domain Controller Services,abba844e-bc0e-44b0-947a-dc74e5d09022,True,[None],,,,False,
Event Hub MSI App,6201d19e-14fb-4472-a2d6-5634a5c97568,True,[None],,,,False,
Intune oAuth Graph,0f6e3eff-886c-4f7a-a1d7-6f1f0177273b,True,[None],,,,False,
Kaizala Sync Service,d82073ec-4d7c-4851-9c5d-5d97a911d71d,False,,,,,False,
KustoService,2746ea77-4702-4b45-80ca-3c97e680e8b7,True,,,,,False,
